"constellation","figure_id","order","hip","hd","hr","gl","bf","proper","ra","dec","dist","pmra","pmdec","mag","spect","ci","bayer","flam","con","pole","pole_dist_deg"
"And",1,1,116584,222107,8961,"GJ 9832","16Lam And","Udkadua",23.626056,46.458152,26.4061,159.22,-421.46,3.81,"G8III-IV",0.984,"Lam",,"And","north",43.541848
"And",1,2,116805,222439,8976,"","19Kap And","Kaffalmusalsala",23.673469,44.333932,51.6262,81.33,-18.96,4.15,"B9IVn",-0.071,"Kap",,"And","north",45.666068
"And",1,3,116631,222173,8965,"","17Iot And","Rasalnaqa",23.63561,43.268073,153.1394,27.72,-1.21,4.29,"B8V",-0.083,"Iot",,"And","north",46.731927
"And",1,4,113726,217675,8762,"","1Omi And","Alfarasalkamil",23.032017,42.325979,210.5263,22.47,0.24,3.62,"B6pv SB",-0.099,"Omi",,"And","north",47.674021
"And",1,5,116631,222173,8965,"","17Iot And","Rasalnaqa",23.63561,43.268073,153.1394,27.72,-1.21,4.29,"B8V",-0.083,"Iot",,"And","north",46.731927
"And",1,6,1473,1404,68,"","25Sig And","",0.305463,36.785224,41.3223,-66.51,-42.48,4.51,"A2V",0.054,"Sig",,"And","north",53.214776
"And",1,7,3092,3627,165,"","31Del And","",0.655462,30.861024,32.352,115.38,-83.05,3.27,"K3III...",1.268,"Del",,"And","north",59.138976
"And",1,8,677,358,15,"","21Alp And","Alpheratz",0.139791,29.090432,29.7442,135.68,-162.95,2.07,"B9p",-0.038,"Alp",,"And","north",60.909568
"And",1,9,3092,3627,165,"","31Del And","",0.655462,30.861024,32.352,115.38,-83.05,3.27,"K3III...",1.268,"Del",,"And","north",59.138976
"And",1,10,3031,3546,163,"","30Eps And","",0.642602,29.311751,50.226,-229.41,-254.08,4.34,"G5III...",0.871,"Eps",,"And","north",60.688249
"And",1,11,3693,4502,215,"","34Zet And","Shimu",0.788981,24.267178,58.0046,-101.23,-81.89,4.08,"K1II",1.1,"Zet",,"And","north",65.732822
"And",1,12,3031,3546,163,"","30Eps And","",0.642602,29.311751,50.226,-229.41,-254.08,4.34,"G5III...",0.871,"Eps",,"And","north",60.688249
"And",1,13,3092,3627,165,"","31Del And","",0.655462,30.861024,32.352,115.38,-83.05,3.27,"K3III...",1.268,"Del",,"And","north",59.138976
"And",1,14,5447,6860,337,"Gl 53.3","43Bet And","Mirach",1.162194,35.620558,60.5327,175.59,-112.23,2.07,"M0IIIvar",1.576,"Bet",,"And","north",54.379442
"And",1,15,9640,12533,603,"","57Gam1And","Almach",2.064984,42.329725,120.4819,43.08,-50.85,2.1,"B8V",1.37,"Gam-1",,"And","north",47.670275
"And",1,16,5447,6860,337,"Gl 53.3","43Bet And","Mirach",1.162194,35.620558,60.5327,175.59,-112.23,2.07,"M0IIIvar",1.576,"Bet",,"And","north",54.379442
"And",1,17,7607,9927,464,"","51    And","Nembus",1.633205,48.628213,54.3183,60.9,-112.42,3.59,"K3III",1.275,"",,"And","north",41.371787
"And",1,18,5447,6860,337,"Gl 53.3","43Bet And","Mirach",1.162194,35.620558,60.5327,175.59,-112.23,2.07,"M0IIIvar",1.576,"Bet",,"And","north",54.379442
"And",1,19,4436,5448,269,"","37Mu  And","",0.945885,38.499345,39.7772,152.78,36.82,3.86,"A5V",0.13,"Mu",,"And","north",51.500655
"And",1,20,3881,4727,226,"","35Nu  And","",0.830234,41.078911,189.3939,22.68,-18.05,4.53,"B5V SB",-0.136,"Nu",,"And","north",48.921089
"Ant",1,1,53502,94890,4273,"","Iot Ant","",10.945289,-37.137765,58.2751,74.96,-124.5,4.6,"K0III",1.006,"Iot",,"Ant","south",52.862235
"Ant",1,2,51172,90610,4104,"","Alp Ant","",10.45253,-31.067779,112.2334,-80.42,9.63,4.28,"K4III",1.429,"Alp",,"Ant","south",58.932221
"Ant",1,3,47758,84367,3871,"Gl 366.1A","The Ant","",9.736694,-27.769471,104.0583,-53.06,37.76,4.78,"A7V+...",0.516,"The",,"Ant","south",62.230529000000004
"Ant",1,4,46515,82150,3765,"","Eps Ant","",9.487423,-35.951335,217.8649,-24.74,5.07,4.51,"K3III",1.408,"Eps",,"Ant","south",54.048665
"Aps",1,1,72370,129078,5470,"","Alp Aps","Paradys",14.797701,-79.044751,136.9863,-5.67,-15.75,3.83,"K5III",1.433,"Alp",,"Aps","south",10.955248999999995
"Aps",1,2,80047,145366,6020,"","Del1Aps","",16.339119,-78.695745,233.6449,-9.91,-36.59,4.68,"M5III",1.68,"Del-1",,"Aps","south",11.304254999999998
"Aps",1,3,81065,147675,6102,"Gl 626.1","Gam Aps","",16.557609,-78.897148,47.9157,-125.68,-77.59,3.86,"K0IV SB",0.923,"Gam",,"Aps","south",11.102851999999999
"Aps",1,4,81852,149324,6163,"","Bet Aps","",16.718126,-77.517435,48.1232,-282.83,-355.03,4.23,"K0III",1.06,"Bet",,"Aps","south",12.482564999999994
"Aql",1,1,98036,188512,7602,"Gl 771A","60Bet Aql","Alshain",19.921887,6.406763,13.6986,46.35,-481.32,3.71,"G8IVvar",0.855,"Bet",,"Aql","north",83.593237
"Aql",1,2,97649,187642,7557,"Gl 768","53Alp Aql","Altair",19.846388,8.868322,5.1295,536.82,385.54,0.76,"A7IV-V",0.221,"Alp",,"Aql","north",81.131678
"Aql",1,3,97278,186791,7525,"","50Gam Aql","Tarazed",19.770994,10.613261,121.0654,15.72,-3.08,2.72,"K3II",1.507,"Gam",,"Aql","north",79.386739
"Aql",1,4,95501,182640,7377,"Gl 760","30Del Aql","",19.424972,3.114775,15.5255,253.06,80.67,3.36,"F0IV",0.319,"Del",,"Aql","north",86.885225
"Aql",1,5,93747,177724,7235,"GJ 4095A","17Zet Aql","Okab",19.090169,13.863478,25.4582,-7.04,-95.31,2.99,"A0Vn",0.014,"Zet",,"Aql","north",76.136522
"Aql",1,6,95501,182640,7377,"Gl 760","30Del Aql","",19.424972,3.114775,15.5255,253.06,80.67,3.36,"F0IV",0.319,"Del",,"Aql","north",86.885225
"Aql",1,7,97804,187929,7570,"","55Eta Aql","",19.874547,1.005661,423.7288,6.94,-7.3,3.87,"F6Ibv SB",0.63,"Eta",,"Aql","north",88.994339
"Aql",1,8,99473,191692,7710,"","65The Aql","Antinous",20.188413,-0.821461,87.7963,35.48,6.05,3.24,"B9.5III",-0.066,"The",,"Aql","south",89.178539
"Aql",1,9,97804,187929,7570,"","55Eta Aql","",19.874547,1.005661,423.7288,6.94,-7.3,3.87,"F6Ibv SB",0.63,"Eta",,"Aql","north",88.994339
"Aql",1,10,95501,182640,7377,"Gl 760","30Del Aql","",19.424972,3.114775,15.5255,253.06,80.67,3.36,"F0IV",0.319,"Del",,"Aql","north",86.885225
"Aql",1,11,93805,177756,7236,"","16Lam Aql","",19.10415,-4.882554,37.9219,-19.68,-90.37,3.43,"B9Vn",-0.096,"Lam",,"Aql","south",85.117446
"Aql",1,12,93429,176678,7193,"","12    Aql","",19.028008,-5.739115,44.1306,-24.15,-39.73,4.02,"K1IIIvar",1.079,"",,"Aql","south",84.260885
"Aqr",1,1,114341,218594,8812,"","88    Aqr","Safina",23.157443,-21.17241,82.9876,55.99,31.25,3.68,"K1III",1.202,"",,"Aqr","south",68.82759
"Aqr",1,2,114855,219449,8841,"Gl 893.2A","91Psi1Aqr","",23.264859,-9.087737,45.9348,368.56,-17.02,4.24,"K0III",1.107,"Psi-1",,"Aqr","south",80.912263
"Aqr",1,3,114724,219215,8834,"","90Phi Aqr","",23.238711,-6.049003,61.9579,46.22,-195.85,4.22,"M2III",1.545,"Phi",,"Aqr","south",83.950997
"Aqr",1,4,111497,213998,8597,"","62Eta Aqr","",22.589272,-0.117498,51.4668,88.56,-56.1,4.04,"B9IV-Vn",-0.083,"Eta",,"Aqr","south",89.882502
"Aqr",1,5,110395,212061,8518,"GJ 9779","48Gam Aqr","Sadachbia",22.360938,-1.387331,50.2008,129.24,8.9,3.86,"A0V",-0.057,"Gam",,"Aqr","south",88.612669
"Aqr",1,6,112961,216386,8698,"","73Lam Aqr","",22.87691,-7.579599,118.0638,19.51,32.71,3.73,"M2IIIvar",1.626,"Lam",,"Aqr","south",82.420401
"Aqr",1,7,113136,216627,8709,"","76Del Aqr","Skat",22.910837,-15.82082,49.2368,-44.08,-24.81,3.27,"A3V",0.066,"Del",,"Aqr","south",74.17918
"Aqr",1,8,112961,216386,8698,"","73Lam Aqr","",22.87691,-7.579599,118.0638,19.51,32.71,3.73,"M2IIIvar",1.626,"Lam",,"Aqr","south",82.420401
"Aqr",1,9,110395,212061,8518,"GJ 9779","48Gam Aqr","Sadachbia",22.360938,-1.387331,50.2008,129.24,8.9,3.86,"A0V",-0.057,"Gam",,"Aqr","south",88.612669
"Aqr",1,10,110003,211391,8499,"","43The Aqr","Ancha",22.280565,-7.78329,57.4713,118.95,-21.91,4.17,"G8III-IV",0.979,"The",,"Aqr","south",82.21671
"Aqr",1,11,109139,209819,8418,"","33Iot Aqr","",22.107286,-13.869679,53.7057,40.45,-57.16,4.29,"B8V",-0.075,"Iot",,"Aqr","south",76.130321
"Aqr",1,12,110003,211391,8499,"","43The Aqr","Ancha",22.280565,-7.78329,57.4713,118.95,-21.91,4.17,"G8III-IV",0.979,"The",,"Aqr","south",82.21671
"Aqr",1,13,110395,212061,8518,"GJ 9779","48Gam Aqr","Sadachbia",22.360938,-1.387331,50.2008,129.24,8.9,3.86,"A0V",-0.057,"Gam",,"Aqr","south",88.612669
"Aqr",1,14,109074,209750,8414,"","34Alp Aqr","Sadalmelik",22.096399,-0.319851,160.5136,17.9,-9.93,2.95,"G2Ib",0.969,"Alp",,"Aqr","south",89.680149
"Aqr",1,15,106278,204867,8232,"","22Bet Aqr","Sadalsuud",21.525982,-5.571172,164.7446,22.79,-6.7,2.9,"G0Ib",0.828,"Bet",,"Aqr","south",84.428828
"Ara",1,1,88714,165024,6743,"","The Ara","",18.11052,-50.091477,249.3766,-8.43,-9.26,3.65,"B2Ib",-0.101,"The",,"Ara","south",39.908523
"Ara",1,2,85792,158427,6510,"","Alp Ara","",17.530695,-49.876145,81.9672,-31.27,-67.15,2.84,"B2Vne",-0.136,"Alp",,"Ara","south",40.123855
"Ara",1,3,85258,157244,6461,"","Bet Ara","",17.421665,-55.529884,198.0198,-8.23,-24.71,2.84,"K3Ib-II",1.479,"Bet",,"Ara","south",34.470116
"Ara",1,4,85267,157246,6462,"","Gam Ara","",17.423239,-56.377727,341.2969,-0.77,-15.85,3.31,"B1Ib",-0.15,"Gam",,"Ara","south",33.622273
"Ara",1,5,85727,158094,6500,"","Del Ara","",17.518318,-60.683848,60.6796,-53.65,-99.37,3.6,"B8V",-0.104,"Del",,"Ara","south",29.316152000000002
"Ara",1,6,85267,157246,6462,"","Gam Ara","",17.423239,-56.377727,341.2969,-0.77,-15.85,3.31,"B1Ib",-0.15,"Gam",,"Ara","south",33.622273
"Ara",1,7,83081,152786,6285,"GJ 9581","Zet Ara","",16.977006,-55.990141,149.0313,-18.31,-35.29,3.12,"K5III",1.552,"Zet",,"Ara","south",34.009859
"Ara",1,8,82363,151249,6229,"","Eta Ara","",16.82976,-59.041378,91.7431,39.59,-25.28,3.77,"K5III",1.562,"Eta",,"Ara","south",30.958622
"Ara",1,9,83081,152786,6285,"GJ 9581","Zet Ara","",16.977006,-55.990141,149.0313,-18.31,-35.29,3.12,"K5III",1.552,"Zet",,"Ara","south",34.009859
"Ara",1,10,83153,152980,6295,"","Eps1Ara","",16.993069,-53.160438,110.6195,1.12,21.53,4.06,"K4III",1.452,"Eps-1",,"Ara","south",36.839562
"Ara",1,11,85792,158427,6510,"","Alp Ara","",17.530695,-49.876145,81.9672,-31.27,-67.15,2.84,"B2Vne",-0.136,"Alp",,"Ara","south",40.123855
"Ari",1,1,14838,19787,951,"","57Del Ari","Botein",3.193822,19.726677,52.0291,154.61,-8.39,4.35,"K2IIIvar",1.033,"Del",,"Ari","north",70.273323
"Ari",1,3,13209,17573,838,"","41    Ari","Bharani",2.833063,27.260507,50.7872,65.47,-116.59,3.61,"B8Vn",-0.1,"",,"Ari","north",62.739492999999996
"Ari",1,4,9884,12929,617,"Gl 84.3","13Alp Ari","Hamal",2.119555,23.462423,20.1776,190.73,-145.77,2.01,"K2III",1.151,"Alp",,"Ari","north",66.537577
"Ari",1,5,8903,11636,553,"Gl 80","6Bet Ari","Sheratan",1.910668,20.808035,17.9856,96.32,-108.8,2.64,"A5V...",0.165,"Bet",,"Ari","north",69.191965
"Ari",1,6,8832,11502,546,"","5Gam2Ari","Mesarthim",1.89217,19.293852,50.3018,79.43,-99.1,3.88,"A1p Si",-0.047,"Gam-2",,"Ari","north",70.706148
"Aur",1,1,24608,34029,1708,"Gl 194A","13Alp Aur","Capella",5.27815,45.997991,13.1234,75.52,-427.13,0.08,"M1: comp",0.795,"Alp",,"Aur","north",44.002009
"Aur",1,2,28360,40183,2088,"GJ 3375","34Bet Aur","Menkalinan",5.992149,44.947433,24.8694,-56.41,-0.88,1.9,"A2V",0.077,"Bet",,"Aur","north",45.052567
"Aur",1,3,28380,40312,2095,"","37The Aur","Mahasim",5.995351,37.212585,50.7614,42.09,-73.61,2.65,"A0p Si",-0.083,"The",,"Aur","north",52.787415
"Aur",1,4,25428,35497,1791,"","112Bet Tau","Elnath",5.438198,28.60745,41.0509,23.28,-174.22,1.65,"B7III",-0.13,"Bet",,"Tau","north",61.39255
"Aur",1,5,23015,31398,1577,"","3Iot Aur","Hassaleh",4.949894,33.16609,151.2859,3.63,-18.54,2.69,"K3IIvar",1.49,"Iot",,"Aur","north",56.83391
"Aur",1,6,23453,32068,1612,"","8Zet Aur","Saclateni",5.041301,41.075837,240.9639,8.88,-21.43,3.69,"K4II comp",1.154,"Zet",,"Aur","north",48.924163
"Aur",1,7,23767,32630,1641,"","10Eta Aur","Haedus",5.10858,41.234474,74.6269,30.6,-68.41,3.18,"B3V",-0.148,"Eta",,"Aur","north",48.765526
"Aur",1,8,23416,31964,1605,"","7Eps Aur","Almaaz",5.032815,43.823308,653.5948,0.18,-2.31,3.03,"F0Ia",0.537,"Eps",,"Aur","north",46.176692
"Aur",1,9,24608,34029,1708,"Gl 194A","13Alp Aur","Capella",5.27815,45.997991,13.1234,75.52,-427.13,0.08,"M1: comp",0.795,"Alp",,"Aur","north",44.002009
"Boo",1,1,71075,127762,5435,"","27Gam Boo","Seginus",14.534636,38.308253,26.6099,-115.55,151.87,3.04,"A7IIIvar",0.191,"Gam",,"Boo","north",51.691747
"Boo",1,2,71053,127665,5429,"","25Rho Boo","",14.5305,30.371437,49.0918,-100.44,120.22,3.57,"K3III",1.298,"Rho",,"Boo","north",59.628563
"Boo",1,3,69673,124897,5340,"Gl 541","16Alp Boo","Arcturus",14.26103,19.18241,11.2575,-1093.45,-1999.4,-0.05,"K2IIIp",1.239,"Alp",,"Boo","north",70.81759
"Boo",1,5,74666,135722,5681,"","49Del Boo","",15.258376,33.314833,37.3413,84.84,-110.57,3.46,"G8III",0.961,"Del",,"Boo","north",56.685167
"Boo",1,6,73555,133208,5602,"","42Bet Boo","Nekkar",15.032436,40.390566,69.0608,-40.2,-29.22,3.49,"G8III",0.956,"Bet",,"Boo","north",49.609434
"Boo",1,7,71075,127762,5435,"","27Gam Boo","Seginus",14.534636,38.308253,26.6099,-115.55,151.87,3.04,"A7IIIvar",0.191,"Gam",,"Boo","north",51.691747
"Boo",1,8,69732,125162,5351,"GJ 3837","19Lam Boo","Xuange",14.273074,46.088305,30.3582,-187.42,159.01,4.18,"A0sh",0.087,"Lam",,"Boo","north",43.911695
"Boo",1,9,70497,126660,5404,"Gl 549A","23The Boo","",14.419967,51.850744,14.5307,-236.06,-399.07,4.04,"F7V",0.497,"The",,"Boo","north",38.149256
"Boo",1,10,69483,124675,5329,"","17Kap2Boo","",14.224718,51.789965,50.1002,61.39,-10.57,4.53,"A8IV",0.233,"Kap-2",,"Boo","north",38.210035
"Boo",1,11,69732,125162,5351,"GJ 3837","19Lam Boo","Xuange",14.273074,46.088305,30.3582,-187.42,159.01,4.18,"A0sh",0.087,"Lam",,"Boo","north",43.911695
"CMa",1,1,33347,51309,2596,"","20Iot CMa","",6.935618,-17.054242,769.2308,-2.46,1.91,4.36,"B3Ib/II",-0.063,"Iot",,"CMa","south",72.945758
"CMa",1,2,33160,50778,2574,"","14The CMa","",6.903167,-12.038628,79.9361,-139.04,-14.47,4.08,"K4III",1.418,"The",,"CMa","south",77.961372
"CMa",1,3,34045,53244,2657,"","23Gam CMa","Muliphein",7.062637,-15.633286,135.5014,-0.81,-11.2,4.11,"B8II",-0.112,"Gam",,"CMa","south",74.366714
"CMa",1,4,33347,51309,2596,"","20Iot CMa","",6.935618,-17.054242,769.2308,-2.46,1.91,4.36,"B3Ib/II",-0.063,"Iot",,"CMa","south",72.945758
"CMa",1,5,32349,48915,2491,"Gl 244A","9Alp CMa","Sirius",6.752481,-16.716116,2.6371,-546.01,-1223.08,-1.44,"A0m...",0.009,"Alp",,"CMa","south",73.283884
"CMa",1,6,30324,44743,2294,"","2Bet CMa","Mirzam",6.378329,-17.955918,151.0574,-3.45,-0.47,1.98,"B1II/III",-0.24,"Bet",,"CMa","south",72.044082
"CMa",1,7,31592,47205,2429,"Gl 239.1","7Nu 2CMa","",6.611399,-19.255879,19.7511,62.32,-69.91,3.95,"K1III+...",1.037,"Nu-2",,"CMa","south",70.744121
"CMa",1,8,33152,50877,2580,"","16Omi1CMa","",6.902209,-24.184211,100000,-3.46,5.02,3.89,"K3Iab",1.74,"Omi-1",,"CMa","south",65.815789
"CMa",1,9,33579,52089,2618,"","21Eps CMa","Adhara",6.977097,-28.972084,124.2236,2.63,2.29,1.5,"B2II",-0.211,"Eps",,"CMa","south",61.027916000000005
"CMa",1,10,33856,52877,2646,"","22Sig CMa","Nganurganity",7.028652,-27.93483,343.6426,-6.01,4.64,3.49,"K4III",1.729,"Sig",,"CMa","south",62.065169999999995
"CMa",1,11,34444,54605,2693,"","25Del CMa","Wezen",7.139857,-26.3932,492.6108,-2.75,3.33,1.83,"F8Ia",0.671,"Del",,"CMa","south",63.6068
"CMa",1,12,35904,58350,2827,"","31Eta CMa","Aludra",7.401584,-29.303104,609.7561,-3.76,6.66,2.45,"B5Ia",-0.083,"Eta",,"CMa","south",60.696895999999995
"CMa",1,13,34444,54605,2693,"","25Del CMa","Wezen",7.139857,-26.3932,492.6108,-2.75,3.33,1.83,"F8Ia",0.671,"Del",,"CMa","south",63.6068
"CMa",1,14,33977,53138,2653,"","24Omi2CMa","",7.050409,-23.833291,847.4576,-1.56,4.28,3.02,"B3Ia",-0.077,"Omi-2",,"CMa","south",66.166709
"CMa",1,15,32349,48915,2491,"Gl 244A","9Alp CMa","Sirius",6.752481,-16.716116,2.6371,-546.01,-1223.08,-1.44,"A0m...",0.009,"Alp",,"CMa","south",73.283884
"CMi",1,1,37279,61421,2943,"Gl 280A","10Alp CMi","Procyon",7.655033,5.224993,3.5142,-716.57,-1034.58,0.4,"F5IV-V",0.432,"Alp",,"CMi","north",84.775007
"CMi",1,2,36188,58715,2845,"","3Bet CMi","Gomeisa",7.452512,8.289315,49.5786,-50.28,-38.45,2.89,"B8Vvar",-0.097,"Bet",,"CMi","north",81.710685
"CVn",1,1,63125,112413,4915,"","12Alp2CVn","Cor Caroli",12.933807,38.31838,35.1989,-233.43,54.98,2.89,"A0spe...",-0.115,"Alp-2",,"CVn","north",51.68162
"CVn",1,2,61317,109358,4785,"Gl 475","8Bet CVn","Chara",12.562411,41.35748,8.4395,-705.06,292.93,4.24,"G0V",0.588,"Bet",,"CVn","north",48.64252
"Cae",1,1,21060,28873,1443,"","Del Cae","",4.513916,-44.953749,215.9827,2.44,-2.48,5.07,"B2IV-V",-0.194,"Del",,"Cae","south",45.046251
"Cae",1,2,21770,29875,1502,"Gl 174.1A","Alp Cae","",4.676039,-41.863752,20.1654,-141.18,-74.95,4.44,"F2V",0.342,"Alp",,"Cae","south",48.136248
"Cae",1,3,21861,29992,1503,"Gl 176.1","Bet Cae","",4.700965,-37.144297,28.6697,46.9,193.14,5.04,"F3V",0.391,"Bet",,"Cae","south",52.855703
"Cam",1,1,16281,21389,1040,"","","",3.49854,58.87875,769.2308,-1.94,-1.14,4.55,"A0Ia SB:",0.489,"",,"Cam","north",31.121250000000003
"Cam",1,2,16228,21291,1035,"","","",3.484482,59.94033,595.2381,-0.82,-1.85,4.21,"B9Ia",0.419,"",,"Cam","north",30.059669999999997
"Cam",1,3,17884,23475,1155,"","","",3.825357,65.525972,243.9024,-2.5,-13.98,4.39,"M1III",1.87,"",,"Cam","north",24.474028000000004
"Cam",1,4,17959,23401,1148,"","Gam Cam","",3.839302,71.332266,110.011,18.27,-42,4.59,"A2IVn",0.064,"Gam",,"Cam","north",18.667733999999996
"Cam",1,5,22783,30614,1542,"","9Alp Cam","",4.900836,66.342678,100000,0.49,7.31,4.26,"O9.5Ia SB:",-0.008,"Alp",,"Cam","north",23.657321999999994
"Cam",1,6,23522,31910,1603,"","10Bet Cam","",5.05697,60.442245,267.3797,-6.11,-14.78,4.03,"G0Ib",0.921,"Bet",,"Cam","north",29.557755
"Cam",1,7,23040,31278,1568,"","7    Cam","",4.95478,53.752101,114.0251,-24.17,7.53,4.43,"A1V",-0.017,"",,"Cam","north",36.247899
"Cap",1,1,100064,192947,7754,"","6Alp2Cap","Algedi",20.300904,-12.544852,32.4465,61.78,2.85,3.58,"G6/G8III",0.883,"Alp-2",,"Cap","south",77.455148
"Cap",1,2,100345,193495,7776,"","9Bet Cap","Dabih",20.350187,-14.781367,100.2004,48.42,14,3.05,"A5:n",0.79,"Bet",,"Cap","south",75.218633
"Cap",1,3,102485,197692,7936,"Gl 805","16Psi Cap","",20.76826,-25.270898,14.6778,-51.38,-156.66,4.13,"F5V",0.426,"Psi",,"Cap","south",64.729102
"Cap",1,4,102978,198542,7980,"","18Ome Cap","",20.863692,-26.919133,258.3979,-7.97,-2.54,4.12,"K4III",1.633,"Ome",,"Cap","south",63.080867
"Cap",1,5,105881,204075,8204,"","34Zet Cap","",21.444452,-22.411332,118.2033,-2.61,18.88,3.77,"G4Ibp...",1.002,"Zet",,"Cap","south",67.588668
"Cap",1,6,106985,206088,8278,"GJ 4209","40Gam Cap","Nashira",21.668181,-16.662308,48.1464,187.39,-22.33,3.69,"A7III:mp...",0.32,"Gam",,"Cap","south",73.337692
"Cap",1,7,107556,207098,8322,"Gl 837","49Del Cap","Deneb Algedi",21.784011,-16.127286,11.8666,263.26,-296.23,2.85,"A5mF2 (IV)",0.18,"Del",,"Cap","south",73.872714
"Cap",1,8,106985,206088,8278,"GJ 4209","40Gam Cap","Nashira",21.668181,-16.662308,48.1464,187.39,-22.33,3.69,"A7III:mp...",0.32,"Gam",,"Cap","south",73.337692
"Cap",1,9,105515,203387,8167,"","32Iot Cap","",21.370776,-16.834542,60.3136,30.83,5.26,4.28,"G8III",0.888,"Iot",,"Cap","south",73.165458
"Cap",1,10,104139,200761,8075,"","23The Cap","",21.099118,-17.232861,49.7265,79.64,-61.64,4.08,"A1V",-0.01,"The",,"Cap","south",72.767139
"Cap",1,11,100345,193495,7776,"","9Bet Cap","Dabih",20.350187,-14.781367,100.2004,48.42,14,3.05,"A5:n",0.79,"Bet",,"Cap","south",75.218633
"Car",1,1,30438,45348,2326,"","Alp Car","Canopus",6.399195,-52.69566,94.7867,19.99,23.67,-0.62,"F0Ib",0.164,"Alp",,"Car","south",37.30434
"Car",1,2,32761,50337,2554,"","","",6.830921,-53.622449,166.9449,-2.27,17.57,4.41,"G6II",0.899,"",,"Car","south",36.377551
"Car",1,3,38827,65575,3117,"","Chi Car","",7.946313,-52.98236,139.47,-28.38,16.76,3.46,"B3IVp",-0.177,"Chi",,"Car","south",37.01764
"Car",1,4,41037,71129,3307,"","Eps Car","Avior",8.375236,-59.509483,185.5288,-25.34,22.72,1.86,"K3III+B2V",1.196,"Eps",,"Car","south",30.490516999999997
"Car",1,5,45556,80404,3699,"","Iot Car","Aspidiske",9.284838,-59.275229,234.7418,-19.03,13.11,2.21,"A8Ib",0.189,"Iot",,"Car","south",30.724770999999997
"Car",1,6,50371,89388,4050,"","","",10.28472,-61.332304,201.6129,-24.25,6.38,3.39,"K3II",1.541,"",,"Car","south",28.667696
"Car",1,7,51576,91465,4140,"","","",10.533743,-61.685332,148.1481,-16.59,11.42,3.3,"B4Vne",-0.089,"",,"Car","south",28.314667999999998
"Car",1,8,52419,93030,4199,"","The Car","",10.715949,-64.39445,139.6648,-18.87,12.06,2.74,"B0Vp",-0.22,"The",,"Car","south",25.605549999999994
"Car",1,9,50099,89080,4037,"","Ome Car","",10.228961,-70.037903,104.8218,-35.73,7.55,3.29,"B8III",-0.074,"Ome",,"Car","south",19.962097
"Car",1,10,45238,80007,3685,"","Bet Car","Miaplacidus",9.220041,-69.717208,34.6981,-157.66,108.91,1.67,"A2IV",0.07,"Bet",,"Car","south",20.282792
"Car",1,11,48002,85123,3890,"","Ups Car","",9.785036,-65.072007,440.5286,-11.55,4.97,2.92,"A9",0.273,"Ups",,"Car","south",24.927993
"Cas",1,1,8886,11415,542,"","45Eps Cas","Segin",1.906584,63.670101,126.2626,31.98,-18.66,3.35,"B2pvar",-0.15,"Eps",,"Cas","north",26.329898999999997
"Cas",1,2,6686,8538,403,"","37Del Cas","Ruchbah",1.430216,60.235283,30.4785,297.24,-49.49,2.66,"A5Vv SB",0.16,"Del",,"Cas","north",29.764716999999997
"Cas",1,3,4427,5394,264,"","27Gam Cas","Cih",0.945143,60.71674,168.3502,25.65,-3.82,2.15,"B0IV:evar",-0.046,"Gam",,"Cas","north",29.28326
"Cas",1,4,3179,3712,168,"","18Alp Cas","Schedar",0.675116,56.537331,69.979,50.36,-32.17,2.24,"K0II-IIIvar",1.17,"Alp",,"Cas","north",33.462669
"Cas",1,5,746,432,21,"Gl 8","11Bet Cas","Caph",0.152887,59.14978,16.7842,523.39,-180.42,2.28,"F2III-IV",0.38,"Bet",,"Cas","north",30.85022
"Cen",1,1,56561,100841,4467,"","Lam Cen","",11.596363,-63.019841,128.7001,-33.84,-6.87,3.11,"B9II:",-0.044,"Lam",,"Cen","south",26.980159
"Cen",1,2,57439,102350,4522,"","","",11.775232,-61.178398,119.4743,-21.85,-16.23,4.11,"G0II",0.895,"",,"Cen","south",28.821602
"Cen",1,3,55425,98718,4390,"","Pi  Cen","",11.350117,-54.491019,109.6491,-35.32,-2.2,3.9,"B5Vn",-0.157,"Pi",,"Cen","south",35.508981
"Cen",1,4,59449,105937,4638,"","Rho Cen","",12.194202,-52.36846,116.144,-42.17,-18.39,3.97,"B3V",-0.156,"Rho",,"Cen","south",37.63154
"Cen",1,5,59196,105435,4621,"","Del Cen","",12.13931,-50.722425,127.2265,-47.53,-6.42,2.58,"B2IVne",-0.128,"Del",,"Cen","south",39.277575
"Cen",1,6,60823,108483,4743,"","Sig Cen","",12.467331,-50.230635,126.2626,-32.49,-12.41,3.91,"B3V",-0.192,"Sig",,"Cen","south",39.769365
"Cen",1,7,61622,109787,4802,"","Tau Cen","",12.628394,-48.541304,40.2414,-186.61,-6.45,3.85,"A2V",0.049,"Tau",,"Cen","south",41.458696
"Cen",1,8,61932,110304,4819,"","Gam Cen","",12.691971,-48.959888,39.9042,-187.28,-1.2,2.2,"A1IV",-0.023,"Gam",,"Cen","south",41.040112
"Cen",1,9,66657,118716,5132,"","Eps Cen","",13.664796,-53.466394,131.0616,-14.6,-12.79,2.29,"B1III",-0.171,"Eps",,"Cen","south",36.533606
"Cen",1,10,68702,122451,5267,"","Bet Cen","Hadar",14.063729,-60.373039,120.1923,-33.96,-25.06,0.61,"B1III",-0.231,"Bet",,"Cen","south",29.626961
